League,Y,Franchise,Team,G,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,avgFGM,avgFGA,avgFG%,avg3FGM,avg3FGA,avg3FG%,avgFTM,avgFTA,avgFT%,avgOFF,avgDEF,avgREB,avgAST,avgSTL,avgBLK,avgTO,avgPF,avgPTS,Column1,impliedFGM,impliedFGA,impliedFG%,implied3FGM,implied3FGA,implied3FG%,impliedFTM,impliedFTA,impliedFT%,impliedREB,impliedAST,impliedSTL,impliedBLK,impliedTO,impliedPF,impliedPTS
NBA,1992,Denver Nuggets,DEN,82,3352,7282,0.46,138,454,0.3,1784,2360,0.76,1266,2564,3830,1735,651,565,1413,2039,8626,40.9,88.8,0.46,1.7,5.5,0.3,21.8,28.8,0.76,15.4,31.3,46.7,21.2,7.9,6.9,17.2,24.9,105.2,333,2868,6325,0.453438735177866,138,453,0.304635761589404,1416,1814,0.780595369349504,2664,1572,590,270,1121,1698,7290
NBA,1992,Detroit Pistons,DET,82,3267,7211,0.45,292,908,0.32,1426,1957,0.73,1293,2315,3608,1941,580,249,1152,1747,8252,39.8,87.9,0.45,3.6,11.1,0.32,17.4,23.9,0.73,15.8,28.2,44.0,23.7,7.1,3,14,21.3,100.6,386,2680,5918,0.452855694491382,261,793,0.329129886506936,1229,1658,0.741254523522316,3057,1629,440,194,910,1363,6850
NBA,1992,Golden State Warriors,GSW,82,3474,7212,0.48,298,852,0.35,1768,2465,0.72,1219,2384,3603,2010,693,383,1451,2056,9014,42.4,88.0,0.48,3.6,10.4,0.35,21.6,30.1,0.72,14.9,29.1,43.9,24.5,8.5,4.7,17.7,25.1,109.9,436,3350,6914,0.484524153890657,291,828,0.351449275362319,1700,2371,0.716997047659216,3398,1962,665,361,1348,1905,8691
NBA,1992,Houston Rockets,HOU,82,3280,6744,0.49,387,1073,0.36,1584,2090,0.76,985,2532,3517,2115,682,543,1295,1699,8531,40.0,82.2,0.49,4.7,13.1,0.36,19.3,25.5,0.76,12,30.9,42.9,25.8,8.3,6.6,15.8,20.7,104.0,480,3276,6728,0.48692033293698,386,1071,0.360410830999066,1582,2086,0.758389261744966,3508,2113,682,543,1252,1696,8520
NBA,1992,Indiana Pacers,IND,82,3371,7022,0.48,257,789,0.33,1837,2399,0.77,1220,2455,3675,2144,615,403,1256,2045,8836,41.1,85.6,0.48,3.1,9.6,0.33,22.4,29.3,0.77,14.9,29.9,44.8,26.1,7.5,4.9,15.3,24.9,107.8,532,2573,5470,0.470383912248629,257,789,0.325728770595691,1551,1946,0.797019527235355,2520,1954,525,180,985,1486,6954
NBA,1992,Los Angeles Clippers,LAC,82,3544,7329,0.48,133,491,0.27,1562,2177,0.72,1183,2360,3543,2242,847,491,1338,1920,8783,43.2,89.4,0.48,1.6,6,0.27,19.0,26.5,0.72,14.4,28.8,43.2,27.3,10.3,6,16.3,23.4,107.1,580,3097,6468,0.478818800247372,133,491,0.270875763747454,1408,1880,0.748936170212766,2952,2105,770,328,1141,1493,7735
NBA,1992,Los Angeles Lakers,LAL,82,3309,6994,0.47,187,626,0.3,1741,2304,0.76,1103,2288,3391,2013,782,431,1266,1778,8546,40.4,85.3,0.47,2.3,7.6,0.3,21.2,28.1,0.76,13.5,27.9,41.4,24.5,9.5,5.3,15.4,21.7,104.2,635,2893,6089,0.475119067170307,182,597,0.304857621440536,1451,1927,0.752983912817852,2816,1834,718,360,1066,1456,7419
NBA,1992,Miami Heat,MIA,82,3127,6850,0.46,333,940,0.35,1908,2476,0.77,1134,2384,3518,1688,609,350,1287,2011,8495,38.1,83.5,0.46,4.1,11.5,0.35,23.3,30.2,0.77,13.8,29.1,42.9,20.6,7.4,4.3,15.7,24.5,103.6,694,2973,6543,0.454378725355342,333,940,0.354255319148936,1793,2332,0.768867924528302,3205,1605,577,280,1137,1819,8072
NBA,1992,Milwaukee Bucks,MIL,82,3268,6924,0.47,312,936,0.33,1544,2081,0.74,1050,2113,3163,2084,863,393,1363,1978,8392,39.9,84.4,0.47,3.8,11.4,0.33,18.8,25.4,0.74,12.8,25.8,38.6,25.4,10.5,4.8,16.6,24.1,102.3,744,3056,6463,0.472845427819898,295,880,0.335227272727273,1448,1942,0.74562306900103,2912,1899,760,365,1207,1802,7855
NBA,1992,Minnesota Timberwolves,MIN,82,3043,6529,0.47,166,569,0.29,1794,2247,0.8,940,2204,3144,2001,649,455,1422,2028,8046,37.1,79.6,0.47,2,6.9,0.29,21.9,27.4,0.8,11.5,26.9,38.3,24.4,7.9,5.5,17.3,24.7,98.1,789,2594,5537,0.468484739028355,166,566,0.293286219081272,1535,1898,0.808746048472076,2362,1862,556,265,1131,1521,6889
NBA,1992,New York Knicks,NYK,82,3209,6898,0.47,193,604,0.32,1717,2316,0.74,1150,2660,3810,2125,680,372,1296,2111,8328,39.1,84.1,0.47,2.4,7.4,0.32,20.9,28.2,0.74,14,32.4,46.5,25.9,8.3,4.5,15.8,25.7,101.6,976,2816,6076,0.463462804476629,193,604,0.31953642384106,1493,1990,0.750251256281407,3010,1933,613,324,1102,1779,7318
NBA,1992,Oklahoma City Thunder,SEA,82,3473,7140,0.49,218,610,0.36,1720,2259,0.76,1222,2254,3476,1906,944,409,1267,1971,8884,42.4,87.1,0.49,2.7,7.4,0.36,21.0,27.5,0.76,14.9,27.5,42.4,23.2,11.5,5,15.5,24.0,108.3,1319,3082,6360,0.484591194968553,197,562,0.350533807829181,1495,1949,0.767060030785018,3027,1743,863,324,1083,1650,7856
NBA,1992,Orlando Magic,ORL,82,3257,6708,0.49,317,889,0.36,1821,2495,0.73,1040,2566,3606,1952,542,467,1429,1925,8652,39.7,81.8,0.49,3.9,10.8,0.36,22.2,30.4,0.73,12.7,31.3,44.0,23.8,6.6,5.7,17.4,23.5,105.5,1028,3156,6493,0.486061912829201,311,862,0.360788863109049,1758,2416,0.727649006622517,3511,1872,523,464,1331,1841,8381
NBA,1992,Philadelphia 76ers,PHI,82,3225,7075,0.46,330,941,0.35,1776,2259,0.79,1031,2431,3462,2038,672,566,1362,1604,8556,39.3,86.3,0.46,4,11.5,0.35,21.7,27.5,0.79,12.6,29.6,42.2,24.9,8.2,6.9,16.6,19.6,104.3,1090,3207,7034,0.455928348023884,330,941,0.350690754516472,1768,2242,0.788581623550401,3443,2035,669,561,1295,1590,8512
NBA,1992,Phoenix Suns,PHO,82,3494,7093,0.49,398,1095,0.36,1912,2539,0.75,1141,2510,3651,2087,752,455,1359,1739,9298,42.6,86.5,0.49,4.9,13.4,0.36,23.3,31.0,0.75,13.9,30.6,44.5,25.5,9.2,5.5,16.6,21.2,113.4,1131,3285,6735,0.487750556792873,398,1094,0.363802559414991,1807,2340,0.772222222222222,3140,2037,728,347,1203,1456,8775
NBA,1992,Portland Trail Blazers,POR,82,3361,7343,0.46,275,843,0.33,1901,2551,0.75,1226,2507,3733,1969,770,425,1215,1892,8898,41.0,89.5,0.46,3.4,10.3,0.33,23.2,31.1,0.75,15,30.6,45.5,24.0,9.4,5.2,14.8,23.1,108.5,1175,3341,7300,0.457671232876712,275,842,0.326603325415677,1889,2537,0.744580212849823,3688,1964,763,425,1186,1870,8846
NBA,1992,Sacramento Kings,SAC,82,3360,7264,0.46,262,788,0.33,1865,2447,0.76,1137,2281,3418,2075,768,348,1364,2085,8847,41.0,88.6,0.46,3.2,9.6,0.33,22.7,29.8,0.76,13.9,27.8,41.7,25.3,9.4,4.2,16.6,25.4,107.9,1222,3102,6734,0.460647460647461,258,774,0.333333333333333,1763,2303,0.765523230568823,2982,1952,700,308,1238,1843,8225
NBA,1992,San Antonio Spurs,SAS,82,3311,6762,0.49,236,692,0.34,1794,2346,0.76,919,2542,3461,2012,582,514,1227,1844,8652,40.4,82.5,0.49,2.9,8.4,0.34,21.9,28.6,0.76,11.2,31,42.2,24.5,7.1,6.3,15,22.5,105.5,1264,3001,6100,0.491967213114754,236,688,0.343023255813953,1596,2077,0.768415984593163,2717,1905,517,468,1039,1456,7834
NBA,1992,Utah Jazz,UTA,82,3336,6828,0.49,130,414,0.31,1907,2491,0.77,1041,2463,3504,2177,746,344,1270,1965,8709,40.7,83.3,0.49,1.6,5,0.31,23.3,30.4,0.77,12.7,30,42.7,26.5,9.1,4.2,15.5,24.0,106.2,1422,3220,6582,0.489213005165603,130,411,0.316301703163017,1828,2373,0.770332911925832,3149,2149,712,246,1171,1751,8398
NBA,1992,Washington Wizards,WAS,82,3302,7065,0.47,174,578,0.3,1575,2107,0.75,1031,2317,3348,2110,673,359,1323,1795,8353,40.3,86.2,0.47,2.1,7,0.3,19.2,25.7,0.75,12.6,28.3,40.8,25.7,8.2,4.4,16.1,21.9,101.9,1479,3264,6995,0.466619013581129,174,578,0.301038062283737,1562,2088,0.748084291187739,3256,2094,670,348,1256,1745,8264
NBA,1993,Atlanta Hawks,ATL,82,3247,7039,0.46,268,830,0.32,1556,2070,0.75,1250,2423,3673,2056,915,449,1252,1625,8318,39.6,85.8,0.46,3.3,10.1,0.32,19.0,25.2,0.75,15.2,29.5,44.8,25.1,11.2,5.5,15.3,19.8,101.4,18,2542,5453,0.466165413533835,206,629,0.327503974562798,1144,1550,0.738064516129032,2996,1819,786,393,939,1360,6434
NBA,1993,Boston Celtics,BOS,82,3333,7057,0.47,138,477,0.29,1463,2003,0.73,1037,2380,3417,1928,674,440,1242,1849,8267,40.6,86.1,0.47,1.7,5.8,0.29,17.8,24.4,0.73,12.6,29,41.7,23.5,8.2,5.4,15.1,22.5,100.8,98,2790,5964,0.467806841046278,138,477,0.289308176100629,1188,1621,0.732880937692782,2331,1775,567,294,996,1497,6906
NBA,1993,Brooklyn Nets,NJN,82,3169,7115,0.45,223,683,0.33,1900,2495,0.76,1300,2556,3856,1900,696,576,1196,1693,8461,38.6,86.8,0.45,2.7,8.3,0.33,23.2,30.4,0.76,15.9,31.2,47.0,23.2,8.5,7,14.6,20.6,103.2,901,2453,5492,0.446649672250546,192,582,0.329896907216495,1511,1945,0.776863753213368,2830,1722,566,406,928,1112,6609
NBA,1993,Charlotte Hornets,CHA,82,3382,7100,0.48,336,916,0.37,1632,2135,0.76,1019,2475,3494,2214,724,394,1266,1747,8732,41.2,86.6,0.48,4.1,11.2,0.37,19.9,26.0,0.76,12.4,30.2,42.6,27.0,8.8,4.8,15.4,21.3,106.5,144,2733,5816,0.469910591471802,329,891,0.369248035914703,1314,1679,0.782608695652174,2590,1941,576,284,986,1213,7109
NBA,1993,Chicago Bulls,CHI,82,3245,6815,0.48,233,659,0.35,1310,1859,0.7,1143,2391,3534,2102,740,354,1306,1750,8033,39.6,83.1,0.48,2.8,8,0.35,16.0,22.7,0.7,13.9,29.2,43.1,25.6,9,4.3,15.9,21.3,98.0,191,2918,6103,0.478125512043257,233,657,0.354642313546423,1155,1629,0.70902394106814,2918,1887,685,280,1044,1425,7224
NBA,1993,Cleveland Cavaliers,CLE,82,3133,6731,0.47,294,813,0.36,1736,2254,0.77,1090,2353,3443,2049,705,426,1136,1701,8296,38.2,82.1,0.47,3.6,9.9,0.36,21.2,27.5,0.77,13.3,28.7,42.0,25.0,8.6,5.2,13.9,20.7,101.2,244,2261,4930,0.458620689655172,294,813,0.361623616236162,1144,1463,0.781954887218045,2078,1651,550,199,782,1203,5960
NBA,1993,Dallas Mavericks,DAL,82,3055,7070,0.43,241,773,0.31,1450,1942,0.75,1271,2150,3421,1629,767,299,1393,2007,7801,37.3,86.2,0.43,2.9,9.4,0.31,17.7,23.7,0.75,15.5,26.2,41.7,19.9,9.4,3.6,17,24.5,95.1,287,2598,5978,0.434593509534962,196,637,0.307692307692308,1275,1686,0.756227758007117,2775,1388,626,224,1133,1618,6667
NBA,1993,Denver Nuggets,DEN,82,3156,6781,0.47,170,597,0.28,1739,2423,0.72,1105,2557,3662,1763,679,686,1422,1926,8221,38.5,82.7,0.47,2.1,7.3,0.28,21.2,29.5,0.72,13.5,31.2,44.7,21.5,8.3,8.4,17.3,23.5,100.3,334,3013,6458,0.466553112418706,167,581,0.287435456110155,1659,2304,0.720052083333333,3435,1692,653,670,1302,1803,7852
NBA,1993,Detroit Pistons,DET,82,3169,7017,0.45,358,1041,0.34,1253,1715,0.73,1027,2320,3347,1767,602,309,1236,1935,7949,38.6,85.6,0.45,4.4,12.7,0.34,15.3,20.9,0.73,12.5,28.3,40.8,21.5,7.3,3.8,15.1,23.6,96.9,387,2781,6184,0.44970892626132,343,992,0.345766129032258,1150,1521,0.756081525312295,2655,1669,518,256,1077,1667,7055
NBA,1993,Golden State Warriors,GSW,82,3512,7145,0.49,291,859,0.34,1529,2304,0.66,1183,2396,3579,2198,804,511,1433,1789,8844,42.8,87.1,0.49,3.5,10.5,0.34,18.6,28.1,0.66,14.4,29.2,43.6,26.8,9.8,6.2,17.5,21.8,107.9,437,3491,7093,0.492175384181587,289,857,0.337222870478413,1517,2287,0.663314385658067,3556,2190,801,509,1394,1771,8788
NBA,1993,Houston Rockets,HOU,82,3197,6733,0.47,429,1285,0.33,1469,1978,0.74,926,2619,3545,2087,717,485,1338,1646,8292,39.0,82.1,0.47,5.2,15.7,0.33,17.9,24.1,0.74,11.3,31.9,43.2,25.5,8.7,5.9,16.3,20.1,101.1,481,3053,6415,0.475915822291504,429,1285,0.333852140077821,1400,1879,0.745077168706759,3248,2050,685,459,1235,1483,7935
NBA,1993,Indiana Pacers,IND,82,3167,6516,0.49,184,500,0.37,1762,2387,0.74,1130,2409,3539,2055,706,457,1440,1974,8280,38.6,79.5,0.49,2.2,6.1,0.37,21.5,29.1,0.74,13.8,29.4,43.2,25.1,8.6,5.6,17.6,24.1,101.0,533,3110,6371,0.488149427091508,184,500,0.368,1732,2336,0.741438356164384,3404,2029,693,434,1347,1880,8136
NBA,1993,Los Angeles Clippers,LAC,82,3343,7163,0.47,252,831,0.3,1509,2128,0.71,1120,2410,3530,2169,807,421,1474,1769,8447,40.8,87.4,0.47,3.1,10.1,0.3,18.4,26.0,0.71,13.7,29.4,43.0,26.5,9.8,5.1,18,21.6,103.0,581,2583,5554,0.465070219661505,226,720,0.313888888888889,1119,1575,0.71047619047619,2848,1910,711,298,1189,1403,6511
NBA,1993,Los Angeles Lakers,LAL,82,3291,7316,0.45,241,803,0.3,1410,1967,0.72,1260,2204,3464,1983,751,461,1197,1877,8233,40.1,89.2,0.45,2.9,9.8,0.3,17.2,24.0,0.72,15.4,26.9,42.2,24.2,9.2,5.6,14.6,22.9,100.4,636,3151,6992,0.450657894736842,241,803,0.300124533001245,1323,1827,0.724137931034483,3278,1936,729,436,1082,1713,7866
NBA,1993,Miami Heat,MIA,82,3197,6896,0.46,337,997,0.34,1744,2223,0.78,1235,2407,3642,1856,643,374,1315,2024,8475,39.0,84.1,0.46,4.1,12.2,0.34,21.3,27.1,0.78,15.1,29.4,44.4,22.6,7.8,4.6,16,24.7,103.4,695,3192,6874,0.464358452138493,336,990,0.339393939393939,1744,2221,0.785231877532643,3624,1848,641,368,1262,2013,8464
NBA,1993,Milwaukee Bucks,MIL,82,3044,6807,0.45,331,1019,0.32,1530,2181,0.7,1126,2154,3280,1946,800,407,1343,1821,7949,37.1,83.0,0.45,4,12.4,0.32,18.7,26.6,0.7,13.7,26.3,40.0,23.7,9.8,5,16.4,22.2,96.9,745,2625,5858,0.448105155343121,326,997,0.326980942828485,1276,1843,0.692349430276723,2699,1733,717,341,1092,1520,6852
NBA,1993,Minnesota Timberwolves,MIN,82,2985,6535,0.46,183,557,0.33,1777,2303,0.77,990,2343,3333,1967,600,440,1478,2016,7930,36.4,79.7,0.46,2.2,6.8,0.33,21.7,28.1,0.77,12.1,28.6,40.6,24.0,7.3,5.4,18,24.6,96.7,790,2767,6056,0.456902245706737,183,556,0.329136690647482,1661,2134,0.778350515463918,2913,1900,552,351,1292,1822,7378
NBA,1993,New York Knicks,NYK,82,3098,6735,0.46,316,908,0.35,1564,2097,0.75,1175,2542,3717,2067,752,385,1360,2001,8076,37.8,82.1,0.46,3.9,11.1,0.35,19.1,25.6,0.75,14.3,31,45.3,25.2,9.2,4.7,16.6,24.4,98.5,977,2698,5912,0.456359945872801,279,807,0.345724907063197,1400,1842,0.760043431053203,3227,1712,576,367,1130,1647,7075
NBA,1993,Oklahoma City Thunder,SEA,82,3338,6901,0.48,242,722,0.34,1769,2374,0.75,1148,2233,3381,2112,1053,365,1262,1914,8687,40.7,84.2,0.48,3,8.8,0.34,21.6,29.0,0.75,14,27.2,41.2,25.8,12.8,4.5,15.4,23.3,105.9,1320,3266,6749,0.483923544228775,242,722,0.335180055401662,1721,2308,0.745667244367418,3237,2099,1036,343,1182,1844,8495
NBA,1993,Orlando Magic,ORL,82,3341,6883,0.49,394,1137,0.35,1590,2346,0.68,1177,2356,3533,2070,683,456,1327,1713,8666,40.7,83.9,0.49,4.8,13.9,0.35,19.4,28.6,0.68,14.4,28.7,43.1,25.2,8.3,5.6,16.2,20.9,105.7,1029,3231,6597,0.489768076398363,394,1136,0.346830985915493,1536,2250,0.682666666666667,3168,2019,653,393,1216,1497,8392
NBA,1993,Philadelphia 76ers,PHI,82,3103,6819,0.46,318,942,0.34,1509,2112,0.71,1012,2394,3406,1827,663,525,1368,1488,8033,37.8,83.2,0.46,3.9,11.5,0.34,18.4,25.8,0.71,12.3,29.2,41.5,22.3,8.1,6.4,16.7,18.1,98.0,1091,2425,5357,0.452678738099683,252,729,0.345679012345679,1195,1710,0.698830409356725,2837,1418,515,477,1077,1169,6297
NBA,1993,Phoenix Suns,PHO,82,3429,7080,0.48,344,1042,0.33,1674,2301,0.73,1220,2453,3673,2261,745,460,1305,1639,8876,41.8,86.3,0.48,4.2,12.7,0.33,20.4,28.1,0.73,14.9,29.9,44.8,27.6,9.1,5.6,15.9,20.0,108.2,1132,3196,6628,0.482196741098371,344,1042,0.330134357005758,1580,2131,0.741435945565462,3296,2211,707,339,1182,1372,8316
NBA,1993,Portland Trail Blazers,POR,82,3371,7427,0.45,272,770,0.35,1781,2396,0.74,1302,2460,3762,2070,744,409,1210,1827,8795,41.1,90.6,0.45,3.3,9.4,0.35,21.7,29.2,0.74,15.9,30,45.9,25.2,9.1,5,14.8,22.3,107.3,1176,3336,7330,0.455115961800819,272,770,0.353246753246753,1761,2354,0.748088360237893,3639,2061,728,400,1163,1762,8705
NBA,1993,Sacramento Kings,SAC,82,3179,7027,0.45,257,729,0.35,1676,2292,0.73,1122,2349,3471,2029,669,355,1333,1979,8291,38.8,85.7,0.45,3.1,8.9,0.35,20.4,28.0,0.73,13.7,28.6,42.3,24.7,8.2,4.3,16.3,24.1,101.1,1223,1931,4412,0.437669990933817,236,665,0.354887218045113,1144,1506,0.759628154050465,1689,1597,458,173,889,1119,5242
NBA,1993,San Antonio Spurs,SAS,82,3178,6688,0.48,249,714,0.35,1597,2151,0.74,1189,2597,3786,1896,561,450,1198,1662,8202,38.8,81.6,0.48,3,8.7,0.35,19.5,26.2,0.74,14.5,31.7,46.2,23.1,6.8,5.5,14.6,20.3,100.0,1265,2933,6169,0.475441724752796,245,693,0.353535353535354,1436,1950,0.736410256410256,3658,1698,527,440,1037,1523,7547
NBA,1993,Utah Jazz,UTA,82,3207,6729,0.48,179,559,0.32,1761,2379,0.74,1059,2385,3444,2179,751,364,1191,1988,8354,39.1,82.1,0.48,2.2,6.8,0.32,21.5,29.0,0.74,12.9,29.1,42.0,26.6,9.2,4.4,14.5,24.2,101.9,1423,2450,5209,0.470339796506047,158,511,0.309197651663405,1373,1844,0.744577006507592,2583,1964,651,286,918,1516,6431
NBA,1993,Washington Wizards,WAS,82,3195,6826,0.47,221,744,0.3,1618,2162,0.75,1071,2189,3260,1823,701,321,1403,1715,8229,39.0,83.2,0.47,2.7,9.1,0.3,19.7,26.4,0.75,13.1,26.7,39.8,22.2,8.5,3.9,17.1,20.9,100.4,1480,2812,5991,0.469370722750793,218,728,0.299450549450549,1431,1889,0.757543673901535,2636,1717,620,230,1171,1312,7273
NBA,1994,Atlanta Hawks,ATL,82,2986,6680,0.45,539,1580,0.34,1410,1948,0.72,1104,2272,3376,1757,738,412,1221,1804,7921,36.4,81.5,0.45,6.6,19.3,0.34,17.2,23.8,0.72,13.5,27.7,41.2,21.4,9,5,14.9,22.0,96.6,19,2156,4848,0.444719471947195,392,1139,0.344161545215101,833,1198,0.695325542570952,2283,1337,545,310,836,1245,5537
NBA,1994,Boston Celtics,BOS,82,3179,6847,0.46,362,984,0.37,1708,2268,0.75,1156,2320,3476,1783,612,361,1305,1975,8428,38.8,83.5,0.46,4.4,12,0.37,20.8,27.7,0.75,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1,102.8,99,3060,6565,0.466108149276466,351,940,0.373404255319149,1647,2184,0.754120879120879,3355,1718,582,343,1208,1855,8118
NBA,1994,Brooklyn Nets,NJN,82,2939,6738,0.44,414,1297,0.32,1750,2305,0.76,1213,2569,3782,1884,544,548,1300,1844,8042,35.8,82.2,0.44,5,15.8,0.32,21.3,28.1,0.76,14.8,31.3,46.1,23.0,6.6,6.7,15.9,22.5,98.1,902,2627,6098,0.430796982617252,414,1297,0.319198149575945,1611,2119,0.760264275601699,3260,1831,518,467,1107,1646,7279
NBA,1994,Charlotte Hornets,CHA,82,3051,6438,0.47,560,1409,0.4,1587,2042,0.78,832,2395,3227,2072,620,399,1224,1685,8249,37.2,78.5,0.47,6.8,17.2,0.4,19.4,24.9,0.78,10.1,29.2,39.4,25.3,7.6,4.9,14.9,20.5,100.6,145,2884,6050,0.476694214876033,558,1400,0.398571428571429,1516,1941,0.781040700669758,2872,2019,592,363,1094,1546,7842
NBA,1994,Chicago Bulls,CHI,82,3191,6710,0.48,443,1187,0.37,1500,2065,0.73,1106,2294,3400,1970,797,352,1297,1962,8325,38.9,81.8,0.48,5.4,14.5,0.37,18.3,25.2,0.73,13.5,28,41.5,24.0,9.7,4.3,15.8,23.9,101.5,192,3044,6368,0.478015075376884,443,1187,0.373209772535805,1401,1932,0.725155279503106,3136,1891,776,335,1146,1802,7932
NBA,1994,Cleveland Cavaliers,CLE,82,2756,6255,0.44,398,1033,0.39,1507,1982,0.76,1045,2237,3282,1672,630,349,1176,1694,7417,33.6,76.3,0.44,4.9,12.6,0.39,18.4,24.2,0.76,12.7,27.3,40.0,20.4,7.7,4.3,14.3,20.7,90.5,245,2714,6153,0.441085649276776,398,1033,0.385285575992256,1481,1941,0.763008758371973,3166,1650,624,327,1065,1586,7307
NBA,1994,Dallas Mavericks,DAL,82,3227,7342,0.44,386,1200,0.32,1622,2210,0.73,1514,2433,3947,1941,579,348,1345,1811,8462,39.4,89.5,0.44,4.7,14.6,0.32,19.8,27.0,0.73,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1,103.2,288,2944,6717,0.438290903677237,340,1073,0.316868592730662,1531,2041,0.750122488975992,3165,1654,480,196,1151,1419,7759
NBA,1994,Denver Nuggets,DEN,82,3098,6461,0.48,413,1160,0.36,1700,2305,0.74,1040,2402,3442,1836,660,585,1381,2063,8309,37.8,78.8,0.48,5,14.1,0.36,20.7,28.1,0.74,12.7,29.3,42.0,22.4,8,7.1,16.8,25.2,101.3,335,2500,5379,0.46477040342071,412,1156,0.356401384083045,1300,1703,0.763358778625954,2028,1651,573,213,994,1505,6712
NBA,1994,Detroit Pistons,DET,82,3060,6633,0.46,494,1396,0.35,1439,1941,0.74,958,2204,3162,1872,705,420,1318,2151,8053,37.3,80.9,0.46,6,17,0.35,17.5,23.7,0.74,11.7,26.9,38.6,22.8,8.6,5.1,16.1,26.2,98.2,388,2683,5848,0.458789329685363,482,1364,0.353372434017595,1320,1718,0.768335273573923,2483,1688,623,281,1114,1631,7168
NBA,1994,Golden State Warriors,GSW,82,3217,6873,0.47,546,1602,0.34,1687,2395,0.7,1101,2371,3472,2017,649,391,1497,1804,8667,39.2,83.8,0.47,6.7,19.5,0.34,20.6,29.2,0.7,13.4,28.9,42.3,24.6,7.9,4.8,18.3,22.0,105.7,438,2686,5699,0.47131075627303,478,1370,0.348905109489051,1457,2038,0.714916584887144,2688,1802,559,284,1205,1480,7307
NBA,1994,Houston Rockets,HOU,82,3159,6579,0.48,646,1757,0.37,1527,2039,0.75,880,2440,3320,2060,721,514,1322,1714,8491,38.5,80.2,0.48,7.9,21.4,0.37,18.6,24.9,0.75,10.7,29.8,40.5,25.1,8.8,6.3,16.1,20.9,103.5,482,2618,5535,0.472990063233966,559,1524,0.366797900262467,1276,1681,0.759071980963712,2700,1821,621,473,1085,1464,7071
NBA,1994,Indiana Pacers,IND,82,2983,6248,0.48,374,985,0.38,1796,2390,0.75,1051,2290,3341,1877,703,363,1340,1939,8136,36.4,76.2,0.48,4.6,12,0.38,21.9,29.1,0.75,12.8,27.9,40.7,22.9,8.6,4.4,16.3,23.6,99.2,534,2821,5868,0.480743012951602,374,985,0.379695431472081,1662,2188,0.759597806215722,2950,1833,666,323,1209,1716,7678
NBA,1994,Los Angeles Clippers,LAC,82,3060,6888,0.44,331,1051,0.31,1476,2079,0.71,1064,2076,3140,1805,787,435,1334,2152,7927,37.3,84.0,0.44,4,12.8,0.31,18.0,25.4,0.71,13,25.3,38.3,22.0,9.6,5.3,16.3,26.2,96.7,582,3059,6883,0.444428301612669,331,1051,0.314938154138915,1476,2079,0.70995670995671,3138,1804,787,434,1272,2150,7925
NBA,1994,Los Angeles Lakers,LAL,82,3284,7088,0.46,525,1492,0.35,1523,2072,0.74,1126,2316,3442,2078,750,563,1243,1933,8616,40.0,86.4,0.46,6.4,18.2,0.35,18.6,25.3,0.74,13.7,28.2,42.0,25.3,9.1,6.9,15.2,23.6,105.1,637,3195,6871,0.464997816911658,502,1406,0.357041251778094,1493,2033,0.734382685686178,3352,2026,726,544,1172,1855,8385
NBA,1994,Miami Heat,MIA,82,3144,6738,0.47,436,1182,0.37,1569,2133,0.74,1092,2272,3364,1779,662,298,1291,2000,8293,38.3,82.2,0.47,5.3,14.4,0.37,19.1,26.0,0.74,13.3,27.7,41.0,21.7,8.1,3.6,15.7,24.4,101.1,696,2461,5299,0.464427250424608,429,1151,0.372719374456994,1183,1595,0.741692789968652,2304,1539,550,178,991,1474,6534
NBA,1994,Milwaukee Bucks,MIL,82,3022,6586,0.46,494,1349,0.37,1608,2259,0.71,1063,2187,3250,1737,674,359,1393,1858,8146,36.9,80.3,0.46,6,16.5,0.37,19.6,27.5,0.71,13,26.7,39.6,21.2,8.2,4.4,17,22.7,99.3,746,2974,6489,0.458314069964555,494,1349,0.366197183098592,1564,2197,0.711879836140191,3039,1716,640,342,1316,1794,8006
NBA,1994,Minnesota Timberwolves,MIN,82,2792,6219,0.45,318,1016,0.31,1824,2355,0.77,883,2090,2973,1780,609,402,1400,2074,7726,34.0,75.8,0.45,3.9,12.4,0.31,22.2,28.7,0.77,10.8,25.5,36.3,21.7,7.4,4.9,17.1,25.3,94.2,791,2286,5033,0.454202265050666,243,767,0.316818774445893,1541,1966,0.78382502543235,2240,1473,482,293,1088,1668,6356
NBA,1994,New York Knicks,NYK,82,2985,6394,0.47,532,1446,0.37,1552,2114,0.73,929,2473,3402,2055,591,387,1305,2102,8054,36.4,78.0,0.47,6.5,17.6,0.37,18.9,25.8,0.73,11.3,30.2,41.5,25.1,7.2,4.7,15.9,25.6,98.2,978,2898,6194,0.467872134323539,529,1441,0.367106176266482,1521,2066,0.73620522749274,3252,2018,574,342,1225,1982,7846
